texto,rotulo
"Assunto: Re: Fwd: Piada do dia!
Essa piada é a pior que já ouvi!
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Manual de *Onboarding* de Clientes - V2.0
[Nome do *CS*],
O Manual de *Onboarding* de Clientes (V2.0) foi atualizado. As novas etapas de *follow-up* estão detalhadas.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: Re: Re: A cor do slide
Estou recebendo e-mails dessa discussão há 3 dias. Por favor, parem!
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Layout da Newsletter
[Nome do Marketing],
Anexo, as opções de *layout* A e B para a *newsletter*. O *layout* A tem melhor *click-through rate*. Decisão final até amanhã.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Oportunidade de Trabalho Remoto
Eu denunciei esse e-mail como *spam*.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Hotel - Treinamento
[Nome do Colaborador],
Sua reserva no Hotel *Comfort Inn* em São Paulo (10/11 a 12/11) está confirmada. O *voucher* está anexo.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Fwd: Vídeo engraçado!
Esse vídeo é muito velho!
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Risco - Novo Cliente
[Nome do Gerente],
O risco de *churn* do Novo Cliente Y é de 20%. O plano de mitigação é alocar um *Customer Success Manager* sênior.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Convite para Evento de Networking
O evento parece interessante, mas não posso ir.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Implementação de Nova Política de *Home Office*
[Nome do RH],
A nova Política de *Home Office* (2 dias por semana) deve ser implementada no sistema de ponto até 05/11. O treinamento é obrigatório.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Nova Mensagem de Voz Não Lida
A mensagem de voz era importante?
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Ajuda: Otimização de Código Python
[Nome do Especialista],
Estou com um código Python muito lento (anexo). Você pode me ajudar a otimizar a performance?
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Fwd: Vídeo engraçado!
Eu achei engraçado, mas não é profissional.
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Resumo de Treinamento - Excel Avançado
[Nome do Treinador],
O Resumo do Treinamento de Excel Avançado (anexo) está disponível. Os exercícios de Macros são obrigatórios.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Nova Conexão no LinkedIn - 2
Você tem mais uma nova conexão no LinkedIn: [Nome do Contato].
LinkedIn Notifications","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Sistema de *E-commerce*
[Nome do Marketing],
Anexo, o comparativo entre os sistemas de *E-commerce* A e B. O sistema B tem melhor integração com o ERP. Decisão final até 05/11.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Oportunidade de Trabalho Remoto
Eu não clico em links suspeitos.
[Nome do Remetente]","Produtivo"
"Assunto: Confirmação de Reserva de Sala - Reunião de *Grooming*
Time de Desenvolvimento,
A Sala de Reuniões 2 foi reservada para a reunião de *Grooming* (próxima terça, 10h às 12h).
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: Re: Re: Re: A cor do slide
Eu acho que o preto e branco é a única solução.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de *Bug* Crítico Resolvido - #BUG-1236
Time de Testes,
O *bug* crítico #BUG-1236 (Segurança) foi resolvido. O *fix* está em produção. Por favor, monitore o sistema por 48 horas.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Receita de Bolo!
Uma receita de bolo de chocolate maravilhosa!
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Contratação de Desenvolvedor *Full Stack*
[Nome do RH],
A contratação do Desenvolvedor *Full Stack* foi aprovada. Inicie a negociação salarial e o processo de admissão.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Receita de Bolo!
Vou fazer esse bolo no fim de semana!
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Material de Escritório - Última Chance
[Nome do Compras],
É a última chance. Estamos sem papel A4 no 5º andar. Por favor, compre urgentemente. Centro de Custo: CC-202.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Nova Mensagem de Voz Não Lida
A mensagem de voz era do meu médico. Já retornei.
[Nome do Remetente]","Produtivo"
"Assunto: Documento: Termo de Uso de Imagem - Novo
[Nome do Colaborador],
O novo Termo de Uso de Imagem (anexo) deve ser assinado para o uso da sua foto no site.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Fwd: Vídeo engraçado!
Eu sou muito produtivo, por isso não vejo vídeos engraçados.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Sistema de *BI* C
[Nome do Diretor],
Anexo, o comparativo entre os sistemas de *BI* C e D. O sistema C tem melhor integração com o ERP. Decisão final até 05/11.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Receita de Bolo!
Eu não como bolo. Estou de dieta.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Sala - *Daily Meeting*
Time de Desenvolvimento,
A Sala de Reuniões 3 foi reservada para a *Daily Meeting* (todos os dias, 9h30 às 9h45).
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: Re: Re: Re: Re: A cor do slide
Concordo! Preto e branco, e fim de e-mail!
[Nome do Remetente]","Produtivo"
"Assunto: Relatório de Acompanhamento de Metas - Outubro
[Nome do Gerente],
O *time* atingiu 80% das metas de Outubro. A meta de *NPS* está acima do esperado. O relatório detalhado está anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Horóscopo de Amanhã
Veja o que os astros reservam para você amanhã!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reunião Projeto Alpha - 14:00
Olá Equipe,
A reunião sobre o Projeto Alpha está confirmada para hoje, às 14:00, na sala de conferências principal. A pauta será: 1. Revisão do Mockup A; 2. Definição do prazo da Fase 2. Por favor, revisem o documento compartilhado na pasta 'Documentos/Alpha' antes da reunião.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Reunião de brainstorming
Oi pessoal,
Acho que a cor vermelha no slide 7 não está combinando com o tom geral. Alguém mais notou isso? Poderíamos discutir na reunião de sexta, ou talvez mandar mais um e-mail sobre isso. É importante mantermos a estética.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Orçamento Aprovado para Q3
Prezada Ana,
O orçamento para o Terceiro Trimestre (Q3) foi formalmente aprovado. O valor total alocado para Marketing é de R$ 50.000,00. Anexei a planilha detalhada. Por favor, distribua para sua equipe.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Esqueci minha senha novamente
Oi Suporte,
Não consigo acessar o sistema ERP. Esqueci minha senha pela terceira vez esta semana. Podem, por favor, resetar novamente? Preciso do acesso imediatamente.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Review do Código - Módulo de Pagamentos
Equipe de Desenvolvimento,
Enviei um Pull Request (PR #456) para o módulo de pagamentos. Por favor, revisem o código o mais rápido possível, pois ele é um bloqueador para o deploy de amanhã. O link está aqui: [link].
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Você viu o jogo de ontem?
Sim! Que jogada incrível do atacante aos 85 minutos. Mal posso esperar pelo próximo jogo. Vamos falar sobre isso no almoço?
Abraço,
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Vendas de Junho - Dados Finalizados
Caro Gerente,
O Relatório de Vendas consolidado de Junho está pronto e disponível no servidor (\\Relatorios\Vendas\Junho_2025.xlsx). Os números mostram um aumento de 15% nas vendas online.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Feedback geral sobre o ambiente de trabalho
Bom dia,
Gostaria de sugerir que a marca de café mude para uma com menos acidez. Percebo que muitos reclamam. Isso pode melhorar o humor de todos pela manhã.
Obrigado pela atenção.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação Imediata: Vulnerabilidade Crítica no Servidor
Equipe de TI,
Identificamos uma vulnerabilidade de segurança (CVE-2025-001) classificada como crítica no servidor de produção. Por favor, apliquem o patch de segurança anexo em no máximo 2 horas.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Desculpa, enviei o anexo errado no e-mail anterior
Desculpem-me,
O PDF que enviei há pouco estava desatualizado. Por favor, ignorem-no. Vou mandar o correto em um novo e-mail, prometo que este será o último.
Abraços,
[Nome do Remetente]","Não Produtivo"
"Assunto: Cronograma da Implementação da ISO 9001
Prezados,
O cronograma revisado para a implementação da ISO 9001 está anexo. As auditorias internas estão programadas para a segunda quinzena de Outubro. Qualquer divergência, responder a este e-mail até o final do dia.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Alerta de estoque baixo - Produto X
Alerta de Estoque,
O estoque do Produto X atingiu o nível mínimo. Por favor, iniciem o processo de compra imediatamente para evitar a interrupção da produção.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Posso sair 10 minutos mais cedo hoje?
Oi,
Só para confirmar, o João me pediu para sair 10 minutos mais cedo. Está tudo bem para você? É que ele tem um compromisso.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Dados Fiscais da Empresa B
Contabilidade,
Confirmamos que o CNPJ da Empresa B é 12.345.678/0001-90 e a inscrição estadual é isenta. Por favor, insira esses dados no sistema de faturamento.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Onde está o controle remoto da sala de reuniões?
Acho que o controle remoto da TV da sala de conferências ficou na sala de descanso. Alguém pode ir buscar?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Tarefa Concluída: Migração do Servidor de Testes
Gerente,
A migração do servidor de testes para a nova infraestrutura em nuvem foi concluída com sucesso às 10:30. Todos os testes de fumaça passaram. O servidor antigo foi desativado.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Dúvida sobre o lanche da tarde
Oi RH,
O lanche de hoje vai ter pão de queijo? É que eu sou alérgico a glúten e preciso saber para trazer o meu.
Obrigada,
[Nome do Remetente]","Não Produtivo"
"Assunto: Envio da Proposta Comercial - Cliente X
Prezado [Nome do Cliente],
Conforme solicitado, anexamos a Proposta Comercial completa para os serviços de consultoria. Os valores são válidos por 30 dias. Qualquer dúvida, ligue para 5555-1234.
Cordialmente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Quem vai trazer o bolo de aniversário do Fernando?
Eu posso trazer o bolo, mas só se for de chocolate. Alguém pode trazer os refrigerantes e os balões?
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Logística: Despacho da Carga #7890 Confirmado
Logística,
O despacho da Carga #7890 com destino a São Paulo foi confirmado para amanhã, 10h. O código de rastreio é BRX001923. Por favor, notifique o cliente.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Eu já te mandei este link?
Você viu este meme? É muito engraçado. Me fez lembrar da nossa viagem de férias. Dê uma olhada.
Abraços,
[Nome do Remetente]","Não Produtivo"
"Assunto: Aumento de Capacidade no Banco de Dados - Pedido
TI,
Solicito aumento de 50GB na capacidade do banco de dados de produção devido ao aumento do volume de dados dos novos clientes. Prioridade: Alta.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Por favor, me tire da lista de e-mail de piadas
Por favor, parem de me incluir nessas correntes de e-mail. Não tenho tempo para ler isso durante o trabalho.
Obrigado,
[Nome do Remetente]","Não Produtivo"
"Assunto: Novo Procedimento de Onboarding de Fornecedores
RH,
O novo procedimento de Onboarding de Fornecedores foi documentado e está disponível no link abaixo. Todos devem seguir o novo fluxo a partir de segunda-feira.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Por que a luz do corredor está piscando?
A luz do corredor na seção de Contabilidade está piscando sem parar. Isso está me dando dor de cabeça. Alguém pode chamar a manutenção?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Agendamento de Call para Demonstração do Produto
Prezado Cliente,
Gostaria de agendar uma call de 30 minutos para demonstrar a nova funcionalidade do nosso produto. Por favor, escolha um horário neste link: [link-calendario].
Cordialmente,
[Nome do Remetente]","Produtivo"
"Assunto: Atraso de 5 minutos
Pessoal,
Estou preso no trânsito e vou atrasar uns 5 minutos para a reunião das 9h. Peço desculpas pelo inconveniente.
Att,
[Nome do Remetente]","Não Produtivo"
"Assunto: Pedido de Materiais de Escritório - Lista Anexa
Administração,
Anexo a lista de materiais de escritório necessários para o próximo mês (canetas, papel A4, toners). O valor total é R$ 850,00. Por favor, efetuar a compra.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Opinião: Qual estampa fica melhor na caneca?
Estamos decidindo a nova caneca da empresa. Qual vocês preferem? Estampa A (listras) ou Estampa B (bolinhas)? Votem até o meio-dia.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Registro de Nova Patente - Documentação Pronta
Jurídico,
A documentação para o registro da nova patente (Inovação V.3) está finalizada. Por favor, revise e envie ao órgão responsável até o dia 15.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: O que fazer no feriado?
Eu não sei o que fazer no feriado. Alguém tem alguma sugestão de filme ou série na Netflix? Quero algo bem leve.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Aprovação de Despesas - Viagem
Financeiro,
Anexei o relatório de despesas da viagem de Belo Horizonte. O total é R$ 2.400,00. Por favor, proceda com o reembolso em até 5 dias úteis.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: O link que você me mandou não funcionou
Oi,
Acho que o link da reunião que você me mandou está quebrado. Poderia mandar de novo? Estou aguardando.
Obrigado,
[Nome do Remetente]","Não Produtivo"
"Assunto: Implementação do Novo Servidor de Cache - Status
Equipe,
O novo servidor de cache foi implementado e está em fase de testes. Esperamos uma redução de 30% na latência do site principal. O monitoramento está ativo.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Alguém viu meu fone de ouvido?
Pessoal,
Perdi meu fone de ouvido azul na cozinha ou na sala de descanso. Se alguém encontrar, por favor, me avise. É importante para as minhas reuniões.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Resumo da Reunião com Stakeholders - 28/09
Prezados,
O resumo da reunião com os stakeholders de hoje está no corpo deste e-mail. Principais decisões: o produto será lançado em Janeiro, o orçamento será revisto.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Mais um e-mail com a mesma pergunta
Por favor, parem de enviar o mesmo e-mail para todos. Recebi 5 cópias desta mensagem. Isso está poluindo minha caixa de entrada.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Contrato de Terceirização - Versão Final
Jurídico,
A versão final do Contrato de Terceirização (Projeto Zeus) foi assinada pelo CEO. Anexei o PDF. Por favor, arquive e inicie o processo de pagamento.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Posso te ligar em 5 minutos?
Oi,
Só para saber se você está livre agora. Queria te ligar rapidinho para tirar uma dúvida boba sobre o relatório.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Alinhamento de Metas para Q4 - Documento
Líderes,
O documento de alinhamento de metas para o Quarto Trimestre está disponível. Por favor, revisem as metas de suas áreas e confirmem a aderência até sexta-feira.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Esqueci o nome daquele cliente
Pessoal,
Estou tentando lembrar o nome daquele cliente que visitamos na semana passada, o da empresa de logística. Alguém lembra? Não anotei.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Novo Servidor de E-mail - Instruções de Configuração
TI,
Implementamos o novo servidor de e-mail. Por favor, sigam as instruções de configuração anexadas para atualizar seus clientes de e-mail. Prazo: 24h.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Opinião sobre a decoração da sala
Pessoal,
Achei que o novo quadro na sala de descanso não combina com o sofá. O que vocês acham? Poderíamos votar em um novo.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Cotação - 1000 Unidades do Produto Y
Compras,
Solicitamos cotação para 1000 unidades do Produto Y. As especificações técnicas estão anexadas. Prazo de entrega desejado: 15 dias.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Alguém vai no happy hour de hoje?
Oi pessoal,
O pessoal do marketing está indo para o bar da esquina depois do trabalho. Alguém mais vai? Me avisem para eu reservar a mesa.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Plano de Contingência em Caso de Queda de Energia
Equipe,
O Plano de Contingência revisado para quedas de energia está anexo. Em caso de blackout, sigam os passos 1 a 5 imediatamente.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Alguém pode me ajudar com um atalho do teclado?
Gostaria de saber qual é o atalho do teclado para o "print screen" no Mac. Alguém me ajuda? Estou com dificuldade.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Auditoria Externa - Ações Corretivas
Prezados,
O relatório final da auditoria externa está concluído. Anexei a lista de 10 Ações Corretivas que devem ser implementadas até o final do mês.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Você viu o post da empresa no Instagram?
O post que o marketing fez hoje no Instagram está muito legal, cheio de curtidas. Parabéns ao time!
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Documentação Técnica Atualizada - API V2
Desenvolvimento,
A documentação técnica da API V2 foi atualizada para incluir os novos *endpoints* de autenticação. Por favor, usem esta versão daqui para frente.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Quem desliga o ar-condicionado?
Alguém deixou o ar-condicionado ligado a noite toda na sala de treinamento. Por favor, tenham atenção para desligar ao sair.
Obrigado,
[Nome do Remetente]","Não Produtivo"
"Assunto: Aviso de Férias - [Nome do Colaborador]
Prezados,
Informo que estarei de férias no período de 01/11 a 15/11. Em caso de urgência, favor contatar [Nome do Substituo] no ramal 123.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Onde tem lixeira extra?
Minha lixeira está cheia e não consigo encontrar uma lixeira extra no escritório. Alguém sabe onde fica?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Definição de OKR's para 2026 - Workshop
Líderes,
Marquei o workshop para definição dos OKR's de 2026 para a próxima terça-feira às 9h. Por favor, venham com ideias pré-concebidas.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Eu já te falei sobre meu novo hobby?
Estou começando a aprender a tocar violão e estou viciado. É muito relaxante. Queria te contar a novidade.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Dados de Clientes para Campanha de E-mail Marketing
Marketing,
Preciso da lista segmentada de clientes ativos que compraram nos últimos 6 meses. Por favor, exportem os dados até amanhã, 12h.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Alguém pode me trazer um copo de água?
Estou em uma ligação importante e estou com muita sede. Alguém que estiver passando pela copa pode me trazer um copo de água, por favor?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Análise de Custo-Benefício - Projeto Delta
Financeiro,
Anexei a Análise de Custo-Benefício detalhada para o Projeto Delta. O ROI esperado é de 20%. Por favor, aprovem para iniciarmos o projeto.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Achei um casaco na sala de reunião
Pessoal,
Achei um casaco preto de lã na sala de reunião 3. Se for de alguém, por favor, me procure na mesa 12.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Desempenho do Servidor - Setembro
TI,
O relatório de desempenho do servidor referente a Setembro mostra que o uso de CPU está em 75%. Sugiro otimizar o *script* X para reduzir a carga.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Qual o código do Wi-Fi de novo?
Esqueci o código do Wi-Fi de convidado. Alguém pode me lembrar qual é? Preciso passar para o visitante que está aqui.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Próximos Passos do Lançamento do Produto Z
Equipe,
Os próximos passos para o lançamento do Produto Z são: 1. Treinamento da Equipe de Vendas (05/10); 2. Envio do *Press Release* (06/10).
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Por que a fonte do e-mail mudou?
Gente, alguém notou que a fonte do e-mail automático mudou? Está muito pequena agora. Não consigo ler direito.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Atualização da Política de Privacidade
Jurídico,
A nova Política de Privacidade está em vigor a partir de hoje. As alterações estão destacadas no anexo. Por favor, leiam e confirmem o recebimento.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Dúvida sobre o dia do churrasco
O churrasco da empresa é na sexta ou no sábado? Não lembro direito. Se for na sexta, posso sair mais cedo?
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Entrega - Pedido #1001
Logística,
A entrega do Pedido #1001 foi confirmada no endereço do cliente às 14:00. O comprovante está digitalizado e anexado.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Não sei onde fica o banheiro
Oi,
Sou novo aqui e estou perdido. Onde fica o banheiro mais próximo? Estou na área de TI.
Obrigado,
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de KPIs de Marketing - Setembro
Diretoria,
O Relatório de KPIs de Marketing de Setembro mostra que atingimos a meta de leads em 110%. Os dados brutos estão no link do Drive.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Qual a sua opinião sobre o novo logo?
O que você achou do novo logo que o designer criou? Eu não gostei muito da cor azul. Está muito claro.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Ordem de Serviço #2025 - Início Imediato
Produção,
A Ordem de Serviço #2025 (500 unidades do Modelo A) foi emitida. Início da produção: imediato. Prazo final: 3 dias.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: O café acabou de novo
O café acabou na copa do terceiro andar. Alguém poderia, por favor, preparar mais?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Aprovação de Fatura do Fornecedor Alfa
Financeiro,
A Fatura #5555 do Fornecedor Alfa foi aprovada. Total: R$ 1.500,00. Por favor, agende o pagamento para a próxima sexta-feira.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Você viu o comercial novo da concorrência?
O comercial da concorrência que passou na TV ontem foi muito ruim. Achei que nosso produto se destaca muito mais.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Agendamento de Manutenção Preventiva - Servidor Principal
TI,
A manutenção preventiva do Servidor Principal será realizada na madrugada de sábado (02:00 às 04:00). O sistema pode ficar indisponível.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: O ventilador da minha mesa está muito barulhento
O ventilador da minha mesa está fazendo um barulho insuportável. Poderia pedir para a manutenção dar uma olhada?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Conclusão do Treinamento Obrigatório de Segurança
RH,
Todos os colaboradores concluíram o treinamento obrigatório de Segurança da Informação. O relatório de conclusão está em anexo.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Posso usar seu carregador?
Meu carregador de celular pifou. Posso pegar o seu emprestado por umas horas?
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Reajuste Salarial Anual - Lista Final
Diretoria,
Anexei a lista final com os reajustes salariais aprovados para 2026. Por favor, garantam que os novos valores sejam aplicados na folha de Janeiro.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: A porta da sala de reunião está emperrando
A porta da sala de reunião 5 está emperrando de novo. É difícil de abrir e fechar. Manutenção precisa ser chamada.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Nova Funcionalidade Implementada - Módulo de Relatórios
Desenvolvimento,
O novo módulo de relatórios foi implementado em produção. Ele permite exportar dados em PDF e Excel. O manual de uso está no link: [link].
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Opinião: Qual o melhor emoji para o anúncio?
Qual emoji você acha que funciona melhor no título do anúncio: 🔥 ou ✨? Votem!
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Projeção Financeira para o Próximo Ano - Versão 1.0
Financeiro,
A Projeção Financeira para o próximo ano (V 1.0) está finalizada e anexada. Por favor, usem-na como base para os planejamentos de suas áreas.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: O mousepad sumiu da minha mesa
Meu mousepad personalizado não está na minha mesa. Alguém pegou emprestado? Me avisem, por favor.
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Cadastro de Novo Usuário no ERP
TI,
Solicito a criação de um novo usuário para João da Silva (joao.silva@empresa.com.br) no sistema ERP. Nível de acesso: Vendas.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Alguém vai participar da corrida de domingo?
Estou pensando em correr na prova de domingo. Alguém mais se inscreveu? Podemos combinar de ir juntos.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Plano de Marketing Digital - Ajuste de Orçamento
Marketing,
O Plano de Marketing Digital para o Projeto Gama exige um ajuste de R$ 5.000,00 no orçamento de Ads. Por favor, aprovem via sistema.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Você viu o que aconteceu com o Fulano?
Você soube que o Fulano se mudou para outro estado? Foi de repente. Ele nem se despediu.
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Análise de Concorrência - Dados Coletados
Vendas,
A análise de concorrência mais recente está pronta. O preço médio do concorrente A subiu 5%. Use esta informação nas suas negociações.
Att,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: O que vamos comer no jantar de confraternização?
Eu prefiro pizza de calabresa, mas o pessoal está votando em sushi. Por que não pedimos os dois?
Abs,
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Incidentes de TI - Setembro
Gerente,
O Relatório de Incidentes de TI de Setembro registra 12 interrupções, sendo 3 de alta prioridade. As causas estão detalhadas no anexo.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Posso usar seu fone de ouvido?
O fone de ouvido da minha mesa quebrou. Posso usar o seu por meia hora até eu comprar um novo?
Grato,
[Nome do Remetente]","Não Produtivo"
"Assunto: Atualização da Lista de Contatos de Emergência
RH,
A lista de contatos de emergência foi atualizada e está no sistema. Por favor, verifiquem se seus dados estão corretos até o final do dia.
Att, [Nome do Remetente]","Produtivo"
"Assunto: Re: O que você vai fazer no feriado de Tiradentes?
Não sei se vou viajar no feriado de Tiradentes. Estava pensando em ir para a praia, mas o tempo está ruim.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Validação de Dados - Projeto Beta
Equipe,
O relatório de validação de dados do Projeto Beta identificou 500 inconsistências. Por favor, corrijam os dados na planilha compartilhada até 17:00.
Att, [Nome do Remetente]","Produtivo"
"Assunto: A impressora está sem papel
A impressora da sala de Compras está sem papel e o toner está acabando. Alguém poderia repor, por favor?
Grato, [Nome do Remetente]","Não Produtivo"
"Assunto: Envio da Prova de Conceito (PoC) - Cliente X
Prezado [Nome do Cliente],
A PoC do sistema de inventário está pronta para ser testada. Segue link de acesso e credenciais de login.
Cordialmente, [Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Meu gato dormiu no teclado
Meu gato dormiu no meu teclado e deletou um parágrafo. Desculpa pelo erro de digitação no e-mail anterior.
Abs, [Nome do Remetente]","Não Produtivo"
"Assunto: Revisão do Manual de Vendas - Nova Versão
Vendas,
O Manual de Vendas foi revisado para incluir o novo produto Z. A versão 3.0 é a oficial a partir de hoje. O PDF está anexo.
Att, [Nome do Remetente]","Produtivo"
